Name;IATA;ICAO;Callsign;Country
Linea Aerea de Servicio Ejecutivo Regional;8z;LER;LASER;Venezuela
Linea Aerea Mexicana de Carga;;LMC;LINEAS DECARGA;Mexico
Linea Aerea SAPSA;L7;LNP;SAPSA;Chile
Linea De Aeroservicios;;LSE;;Chile
Linea Turistica Aerotuy;LD;TUY;AEREOTUY;Venezuela
Lineas Aereas Alaire S.L.;;ALR;AEROLAIRE;Spain
Lineas Aereas Azteca;ZE;LCD;LINEAS AZTECA;Mexico
Lineas Aereas Canedo LAC;;LCN;CANEDO;Bolivia
Lineas Aereas Comerciales;;LCM;LINEAS COMERCIALES;Mexico
Lineas Aereas del Humaya;;UMA;HUMAYA;Mexico
Lineas Aereas Ejectuivas De Durango;;EDD;LINEAS DURANGO;Mexico
Lineas Aereas Eldorado;;EDR;ELDORADRO;Colombia
Lineas Aereas Federales;;FED;FEDERALES;Argentina
Lineas Aereas Monarca;;LMN;LINEAS MONARCA;Mexico
Lineas Aereas San Jose;;LIJ;LINEAS JOSE;Mexico
Linex;;LEC;LECA;Central African Republic
Linhas A;LM;LAM;MOZAMBIQUE;Mozambique
Linhas Aereas Santomenses;;SMS;SANTOMENSES;S
Link Airways of Australia;;LAW;;Australia
Linton-on-Ouse Flying Training Unit;;LOP;LINTON ON OUSE;United Kingdom
Lion Air Services;;WGT;WORLDGATE;United Kingdom
Lion Mentari Airlines;JT;LNI;LION INTER;Indonesia
Lions-Air;;LEU;LIONSAIR;Switzerland
LionXpress;C4;LIX;LIX;Cameroon
Lithuanian Air Force;;LYF;LITHUANIAN AIRFORCE;Lithuania
Little Red Air Service;;LRA;LITTLE RED;Canada
Livingston;LM;LVG;LIVINGSTON;Italy
Llloyd Helicopters;::;:::;;Australia
Lloyd Aereo Boliviano;LB;LLB;LLOYDAEREO;Bolivia
Lnair Air Services;;LNA;ELNAIR;Spain
Locair;ZQ;LOC;LOCAIR;United States
Lockeed Aircraft Corporation;;LAC;LOCKHEED;United States
Lockheed Air Terminal;;XLG;;United States
Lockheed DUATS;;XDD;;United States
Lockheed Martin Aeronautics;;CBD;CATBIRD;United States
Lockheed Martin Aeronautics Company;;LNG;LIGHTNING;United States
Logan Air;;LOG;LOGAN;United Kingdom
Lom Praha Flying School;;CLV;AEROTRAINING;Czech Republic
Lomas Helicopters;;LMS;LOMAS;United Kingdom
Lombards Air;++;---;;South Africa
London City Airport Jet Centre;;LCY;LONDON CITY;United Kingdom
London Executive Aviation;;LNX;LONEX;United Kingdom
London Flight Centre (Stansted);;LOV;LOVEAIR;United Kingdom
London Helicopter Centres;;LHC;MUSTANG;United Kingdom
Lone Star Airlines;;LSS;LONE STAR;United States
Long Island Airlines;;ORA;LONG ISLAND;United States
Longtail Aviation;;LGT;LONGTAIL;Bermuda
Lorraine Aviation;;LRR;LORRAINE;France
Los Cedros Aviacion;;LSC;CEDROS;Chile
Lossiemouth Flying Training Unit;;LOS;LOSSIE;United Kingdom
LOT Polish Airlines;LO;LOT;POLLOT;Poland
Lotus Air;;TAS;LOTUS FLOWER;Egypt
LSM Airlines;PQ;LOO;slowbird;Russia
LSM AIRLINES ;YZ;YZZ;Moscow frog ;Russia
LSM International ;II;UWW;moose;Russia
LTE International Airways;XO;LTE;FUN JET;Spain
LTU Austria;L3;LTO;BILLA TRANSPORT;Austria
LTU International;LT;LTU;LTU;Germany
LTV Jet Fleet Corporation;;JFC;JET-FLEET;United States
Luchsh Airlines ;L4;LJJ;russian sky;Russia
Luchtvaartmaatschappij Twente;;LTW;TWENTAIR;Netherlands
Lucky Air;;LKE;LUCKY AIR;China
Luft Carago;;LUT;LUGO;South Africa
Luftfahrtgesellschaft Walter;HE;LGW;WALTER;Germany
Luftfahrt-Vermietungs-Dienst;;LVD;AIR SANTE;Austria
Lufthansa;LH;DLH;LUFTHANSA;Germany
Lufthansa Cargo;LH;GEC;LUFTHANSA CARGO;Germany
Lufthansa CityLine;CL;CLH;HANSALINE;Germany
Lufthansa Systems;L1;;;Germany
Lufthansa Technik;;LHT;LUFTHANSA TECHNIK;Germany
Lufttaxi Fluggesellschaft;DV;LTF;Garfield;Germany
Lufttransport;L5;LTR;LUFT TRANSPORT;Norway
Lugansk Airlines;L7;\N;ENTERPRISE LUHANSK;Ukraine
Luhansk;;LHS;ENTERPRISE LUHANSK;Ukraine
LUKoil-Avia;;LUK;LUKOIL;Russia
Lund University School of Aviation;;UNY;UNIVERSITY;Sweden
Luxair;LG;LGL;LUXAIR;Luxembourg
Luxaviation;;LXA;RED LION;Luxembourg
Luxembourg Air Rescue;;LUV;LUX RESCUE;Luxembourg
Luxflight Executive;;LFE;LUX EXPRESS;Luxembourg
Luxor Air;;LXO;;Egypt
Luzair;;LUZ;LISBON JET;Portugal
Lviv Airlines;5V;UKW;UKRAINE WEST;Ukraine
Lydd Air;;LYD;LYDDAIR;United Kingdom
Lynch Flying Service;;LCH;LYNCH AIR;United States
Lynden Air Cargo;L2;LYC;LYNDEN;United States
Lynx Air International;;LXF;LYNX FLIGHT;United States
Lynx Aviation;;LYX;LYNX AIR;Pakistan
Lynx Aviation (L3/SSX);;SSX;Shasta;United States
M & N Aviation;;JNH;JONAH;United States
Maastricht Airlines;W2;\N;;Netherlands
Mac Aviation;;MAQ;MAC AVIATION;Spain
Mac Dan Aviation Corporation;;MCN;MAC DAN;United States
MAC Fotografica;;MCF;MAC FOTO;Spain
Macair Airlines;CC;MCK;;Australia
Macedonian Airlines;;MCS;MACAIR;Greece
MacKnight Airlines;;MTD;;Australia
Madina Air;;MDH;MADINA AIR;Libya
Maersk;DM;;;Denmark
Magic Blue Airlines;;MJB;MAGIC BLUE;Netherlands
Magna Air;;MGR;MAGNA AIR;Austria
Mahalo Air;;MLH;MAHALO;United States
Mahan Air;W5;IRM;MAHAN AIR;Iran
Mahfooz Aviation;M2;MZS;MAHFOOZ;Gambia
Maine Aviation;;MAT;MAINE-AV;United States
Majestic Airlines;;MAJ;MAGIC AIR;United States
Mak Air;;AKM;MAKAIR;Kazakhstan
Malév;MA;MAH;MALEV;Hungary
Malagasy Airlines;;MLG;;Madagascar
Malawi Express;;MLX;MALAWI EXPRESS;Malawi
Malawian Airlines;3W;\N;;Malawi
Malaya Aviatsia Dona;;MKK;AEROKEY;Russia
Malaysia Airlines;MH;MAS;MALAYSIAN;Malaysia
Malaysia Wings;;MWI;MWI;Malaysia
Maldivian;Q2;\N;ISLAND AVIATION;Maldives
Maldivian Air Taxi;8Q;\N;\N;Maldives
Maldivo Airlines;ML;MAV;Maldivo;Maldives
Mali Air;;MAE;MALI AIREXPRESS;Austria
Mali Air Express;;VXP;AVION EXPRESS;Mali
Mali Airways;;MTZ;MALI AIRWAYS;Mali
Malila Airlift;;MLC;MALILA;Democratic Republic of the Congo
Malindo Air;OD;MXD;Malindo;Malaysia
Mall Airways;;MLS;MALL-AIRWAYS;United States
Malmö Aviation;TF;SCW;Scanwings;Sweden
Malmo Aviation;;SCW;SCANWING;Sweden
Malmoe Air Taxi;;LOD;LOGIC;Sweden
Malta Air Charter;R5;MAC;MALTA CHARTER;Malta
Malta Wings;;MWS;MALTA WINGS;Malta
Manaf International Airways;;MLB;MANAF;Burundi
MANAG'AIR;;MRG;MANAG'AIR;France
Mandala Airlines;RI;MDL;MANDALA;Indonesia
Mandarin Airlines;AE;MDA;Mandarin;Taiwan
Mango;JE;MNO;TULCA;South Africa
Manhattan Air;;MHN;MANHATTAN;United Kingdom
Manitoulin Air Services;;MTO;MANITOULIN;Canada
Mann Air;;MNR;TEEMOL;United Kingdom
Mann Yadanarpon Airlines;;MYP;MANN ROYAL;Burma
Mannion Air Charter;;MAN;MANNION;United States
Mantrust Asahi Airways;;MTS;MANTRUST;Indonesia
Manx Airlines;;MNX;MANX;United Kingdom
Maple Air Services;;MAD;MAPLE AIR;Canada
MAP-Management and Planung;;MPJ;MAPJET;Austria
March Helicopters;;MAR;MARCH;United Kingdom
Marcopolo Airways;;MCP;MARCOPOLO;Afghanistan
Marghi Air;;MGI;MARGHI;Nigeria
Marham Flying Training Unit;;MRH;MARHAM;United Kingdom
Markair;;MRK;MARKAIR;United States
Markoss Aviation;;MKO;GOSHAWK;United Kingdom
Mars RK;6V;MRW;AVIAMARS;Ukraine
Marshall Aerospace;;MCE;MARSHALL;United Kingdom
Marsland Aviation;M7;MSL;MARSLANDAIR;Sudan
Martin Aviation Services;;XMA;;United States
Martinair;MP;MPH;MARTINAIR;Netherlands
Martinaire;;MRA;MARTEX;United States
Martin-Baker;;MBE;MARTIN;United Kingdom
Martyn Fiddler Associates;;MFA;SEAHORSE;United Kingdom
Marusya Airways;Y8;MRS;snowball;Russia
Marvin Limited;;MVN;MARVIN;United Kingdom
Maryland Air;M1;M1F;Maryland Flight;United States
Maryland State Police;;TRP;TROOPER;United States
Marysya Airlines;M4;1QA;MARSHAK AIR;Russia
MAS Airways;;TFG;TRAFALGAR;United Kingdom
MasAir;M7;MAA;MAS CARGA;Mexico
Massachusetts Institute of Technology;;MTH;RESEARCH;United States
Massey University School of Aviation;;MSY;MASSEY;New Zealand
Master Airways;;MSW;MASTER AIRWAYS;Serbia
Master Planner;;MPL;;United States
Masterjet;;LMJ;MASTERJET;Portugal
Mastertop Linhas Aereas;Q4;;;Brazil
MAT Airways;6F;MKD;;Macedonia
MAT Macedonian Airlines;IN;MAK;MAKAVIO;Macedonia
Mauria;;MIA;MAURIA;Mauritania
Mauritania Airlines International;L6;MAI;;Mauritania
Mauritania Airways;;MTW;MAURITANIA AIRWAYS;Mauritania
Mauritanienne Aerienne Et Navale;;MNV;NAVALE;Mauritania
Mauritanienne Air Fret;;MRF;MAUR-FRET;Mauritania
Mauritanienne Airways;;MWY;MAURITANIENNE;Mauritania
Mauritanienne De Transport Aerien;;MDE;MAURI-TRANS;Mauritania
Maverick Airways;;MVR;MAV-AIR;United States
Mavial Magadan Airlines;H5;MVL;Mavial;Russia
Max Avia;;MAI;MAX AVIA;Kyrgyzstan
Max Sea Food;;MSF;MAXESA;El Salvador
Maxair;8M;MXL;MAXAIR;Sweden
Max-Aviation;;MAX;MAX AVIATION;Canada
Maximus Air Cargo;;MXU;CARGO MAX;United Arab Emirates
Maxjet Airways;MY;MXJ;MAX-JET;United States
Maxsus-Avia;;MXS;MAXSUS-AVIA;Uzbekistan
May Air Xpress;;MXP;BEECHNUT;United States
Maya Island Air;MW;MYD;MYLAND;Belize
Mayair;;MYI;MAYAIR;Mexico
Mbach Air;;MBS;MBACHI AIR;Malawi
MCA Airlines;;MCA;CALSON;Sweden
McAlpine Helicopters;;MCH;MACLINE;United Kingdom
MCC Aviation;;MCC;DISCOVERY;South Africa
McCall Aviation;;MKL;MCCALL;United States
McDonnell Douglas;;DAC;DACO;United States
McNeely Charter Services;;MDS;MID-SOUTH;United States
MDLR Airlines;9H;\N;MDLR;India
Med Airways;7Y;\N;FLYING CARPET;Lebanon
Medallion Air;;MDP;MEDALS;Romania
Medavia Company;;MDM;MEDAVIA;Malta
Medical Air Rescue Services;;MRZ;MARS;Zimbabwe
Medical Aviation Services;;MCL;MEDIC;United Kingdom
Mediterranean Air Freight;;MDF;MED-FREIGHT;Greece
Mediterranean Airways;;MDY;;Egypt
Medjet International;;MEJ;MEDJET;United States
Med-Trans of Florida;;MEK;MED-TRANS;United States
Mega;;MGK;MEGLA;Kazakhstan
Mega Linhas Aereas;;MEL;MEGA AIR;Brazil
Mekong Airlines;;MKN;MEKONG AIRLINES;Cambodia
Menajet;IM;MNJ;MENAJET;Lebanon
Merchant Express Aviation;;MXX;MERCHANT;Nigeria
Mercury Aircourier Service;;MEC;MERCAIR;United States
Meridian;;POV;AIR POLTAVA;Ukraine
Meridian Air Cargo;;MRD;MERIDIAN;United States
Meridian Airlines;;MHL;HASSIMAIR;Nigeria
Meridian Aviation;;DSL;DIESEL;United Kingdom
Meridian Limited;;MEM;MERIDIAN CHERRY;Ukraine
Meridiana;IG;ISS;MERAIR;Italy
Merlin Airways;;MEI;AVALON;United States
Merpati Nusantara Airlines;MZ;MNA;MERPATI;Indonesia
Mesa Airlines;YV;ASH;AIR SHUTTLE;United States
Mesaba Airlines;XJ;MES;MESABA;United States
Meta Linhas A;;MSQ;META;Brazil
Meteorological Research Flight;;MET;METMAN;United Kingdom
Methow Aviation;;MER;METHOW;United States
Metro Batavia;7P;BTV;BATAVIA;Indonesia
Metro Business Aviation;;MVI;;United Kingdom
Metro Express;;MEX;EAGLE EXPRESS;United States
Metroflight;;MTR;METRO;United States
Metrojet;;MTJ;METROJET;Hong Kong SAR of China
Metropix UK;;PIX;METROPIX;United Kingdom
Metroplis;;MPS;METRO REGIONAL;Netherlands
Mex Blue;;MXB;MEX BLUE;Mexico
Mexicana de Aviaci;MX;MXA;MEXICANA;Mexico
MexicanaLink;I6;MXI;LINK;Mexico
Mexico Transportes Aereos;;MXT;TRANSMEX;Mexico
Mex-Jet;;MJT;MEJETS;Mexico
MG Aviacion;;MGA;MAG AVACION;Spain
MHS Aviation GmbH;M2;\N;;Germany
MIA Airlines;;JLA;SALLINE;Romania
Miami Air Charter;;HUR;HURRICANE CHARTER;United States
Miami Air International;GL;BSK;BISCAYNE;United States
Miami Valley Aviation;;OWL;NIGHT OWL;United States
Miapet-Avia;;MPT;MIAPET;Armenia
MIAT Mongolian Airlines;OM;MGL;MONGOL AIR;Mongolia
Michael Airlines;DF;MJG;MJG;Puerto Rico
Michelin Air Services;;BIB;;France
Micromatter Technology Solutions;;WIZ;WIZARD;United Kingdom
Mid Airlines;;NYL;NILE;Sudan
Midamerica Jet;;MJR;MAJOR;United States
Middle East Airlines;ME;MEA;CEDAR JET;Lebanon
Midland Airport Services;;MID;;United Kingdom
Midline Air Freight;;MFR;MIDLINE FREIGHT;United States
Mid-Pacific Airlines;;MPA;MID PAC;United States
Midstate Airlines;;MIS;MIDSTATE;United States
Midway Airlines;JI;MDW;MIDWAY;United States
Midway Express;;FLA;PALM;United States
Midwest Air Freighters;;FAX;FAIRFAX;United States
Midwest Airlines;YX;MEP;;United States
Midwest Airlines (Egypt);MY;MWA;;Egypt
Midwest Aviation;;NIT;NIGHTTRAIN;United States
Midwest Aviation Division;;MWT;MIDWEST;United States
Midwest Helicopters De Mexico;;HTE;HELICOPTERSMEXICO;Mexico
Millardair;;MAB;MILLARDAIR;Canada
Millen Corporation;;RJM;MILLEN;United Kingdom
Millennium Air;;MLK;NIGERJET;Nigeria
Miller Flying Services;;MFS;MILLER TIME;United States
Million Air;;OXO;MILL AIR;United States
Mimino;;MIM;MIMINO;Russia
Mina Airline Company;;NAB;;Egypt
Minair;;OMR;ORMINE;Central African Republic
Minebea Technologies;;EBE;MINEBEA;United States
Minerva Airlines;N4;\N;;Italy
Mines Air Services Zambia;;MAZ;MINES;Zambia
Miniliner;;MNL;MINILINER;Italy
Ministic Air;;MNS;MINISTIC;Canada
Ministry of Agriculture;;WDG; Fisheries and Food;WATCHDOG
Minsk Aircraft Overhaul Plant;;LIR;LISLINE;Belarus
Mint Airways;;MIC;;Spain
Miramichi Air Service;;MIR;MIRAMICHI;Canada
Miras;;MIF;MIRAS;Kazakhstan
Misr Overseas Airways;;MOS;;Egypt
Mission Aviation Fellowship;;MAF;MISSI;Indonesia
Missionair;;MSN;MISIONAIR;Spain
Missions Gouvernemtales Francaises;;MRN;MARIANNE;France
Mississippi State University;;BDG;BULLDOG;United States
Mississippi Valley Airways;;MVA;VALAIR;United States
Mistral Air;;MSA;AIRMERCI;Italy
MIT Airlines;;MNC;MUNCIE;Canada
MK Airline;;MKA;KRUGER-AIR;Ghana
MNG Airlines;MB;MNB;BLACK SEA;Turkey
Mobil Oil;;MBO;MOBIL;Canada
Mocambique Expresso;;MXE;MOZAMBIQUE EXPRESS;Mozambique
Mofaz Air;;MFZ;MOFAZ AIR;Malaysia
Moldaeroservice;;MLE;MOLDAERO;Moldova
Moldavian Airlines;2M;MDV;MOLDAVIAN;Moldova
Moldova;;MVG;MOLDOVA-STATE;Moldova
Mombasa Air Safari;;RRV;SKYROVER;Kenya
Monarch Airlines;;MNH;MONARCH AIR;United States
Monarch Airlines;ZB;MON;MONARCH;United Kingdom
Moncton Flying Club;;MFC;EAST WIND;Canada
Monde Air Charters;;MDB;MONDEAIR CARGO;United Kingdom
Monerrey Air Taxi;;MTI;MONTERREY AIR;Mexico
Mongolian International Air Lines ;7M;ZTF;Mongol_AIr ;Mongolia
Monky Aerotaxis;;MKY;MONKY;Mexico
Montenegro Airlines;YM;MGX;MONTAIR;Montenegro
Montserrat Airways;;MNT;MONTSERRAT;Montserrat
Mooney Aircraft Corporation;;MNY;MOONEY FLIGHT;United States
Morningstar Air Express;;MAL;MORNINGSTAR;Canada
Morris Air Service;;MSS;WASATCH;United States
Morrison Flying Service;;MRO;MORRISON;United States
Moskovia Airlines;3R;GAI;GROMOV AIRLINE;Russia
Mosphil Aero;;MPI;MOSPHIL;Philippines
Motor Sich;M9;MSI;MOTOR SICH;Ukraine
Mount Cook Airlines;NM;NZM;MOUNTCOOK;New Zealand
Mountain Air Cargo;;MTN;MOUNTAIN;United States
Mountain Air Company;N4;MTC;MOUNTAIN LEONE;Sierra Leone
Mountain Air Express;;PKP;PIKES PEAK;United States
Mountain Air Service;;BRR;MOUNTAIN AIR;United States
Mountain Bird;;MBI;MOUNTAIN BIRD;United States
Mountain High Aviation;;MHA;MOUNTAIN HIGH;United States
Mountain Pacific Air;;MPC;MOUNTAIN PACIFIC;Canada
Mountain Valley Air Service;;MTV;MOUNTAIN VALLEY;United States
Mowhawk Airlines;;MOW;MOHAWK AIR;United States
MSR Flug-Charter;;EBF;SKYRUNNER;Germany
MTC Aviacion;;MCV;MTC AVIACION;Mexico
Mudan Airlines;;MDN;;Somali Republic
Mudanjiang General Aviation;;CMJ;MUDANJIANG;China
Multi Taxi;;MTX;MULTITAXI;Mexico
Multi-Aero;;WBR;WEBER;United States
Multiflight;;MFT;YORKAIR;
Murmansk Aircompany;;MNZ;MURMAN AIR;Russia
Murray Air;;MUA;MURRAY AIR;United States
Musrata Air Transport;;MMR;MUSRATA AIR;Libya
Mustique Airways;;MAW;MUSTIQUE;Barbados
My Way Airlines;;MYW;FRANKY;Italy
Myanma Airways;UB;UBA;UNIONAIR;Myanmar
Myanmar Airways International;8M;MMM;assignment postponed;Myanmar
Myflug;;MYA;MYFLUG;Iceland
MyTravel Airways;VZ;MYT;KESTREL;United Kingdom
Mytravel Airways;;VKG;VIKING;Denmark
Myway Airlines;8I;;;Italy
N1;N1;\N;;Peru
Nürnberger Flugdienst;;NFD;;Germany
Nacoia Lda;;ANL;AIR NACOIA;Angola
Nada Air Service;;NHZ;NADA AIR;Chad
Naft Air Lines;;IRG;NAFT;Iran
Nahanni Air Services Ltd;;NAH;NAHANNI;Canada
Naka Nihon Airlines Service;NV;ALS;;Japan
Nakheel Aviation;;NKL;NAKHEEL;United Arab Emirates
Namibia Commerical Aviation;;MRE;MED RESCUE;Namibia
Namibian Defence Force;;NDF;NAMIBIAN AIR FORCE;Namibia
Nanjing Airlines;;CNJ;NINGHANG;China
Nantucket Airlines;DV;ACK;ACK AIR;United States
Nanyah Aviation;;NYA;NANYAH;Israel
Napier Air Service Inc;;NAP;NAPIER;United States
Nas Air;XY;KNE;NAS EXPRESS;Saudi Arabia
Nas Air;P9;;;Mali
Nas Air;;NCM;AIR BANE;Angola
Nasair;UE;NAS;NASAIRWAYS;Eritrea
Nashville Jet Charters;;NJC;NASHVILLE JET;United States
Natalco Air Lines;;NCO;NATALCO;S
Natioanl Air Traffic Controllers Association;;NTK;NATCA;United States
National Air Cargo;N8;NCR;;United States
National Air Charter;;NSR;NASAIR;Indonesia
National Air Traffic Services;;RFI;SHERLOCK;United Kingdom
National Airlines;;KUS;KUSWAG;South Africa
National Airlines;NA;NAL;NATIONAL;United States
National Airlines;N7;ROK;RED ROCK;United States
National Airlines;N4;NCN;;Chile
National Airlines;;NAN;NATION AIR;United States
National Airways Cameroon;9O;;;Cameroon
National Airways Corporation;;LFI;AEROMED;South Africa
National Aviation Company;;GTY;;Egypt
National Aviation Consultants;;TNC;NATCOM;Canada
National Express;;NXT;NATIONAL FREIGHT;United States
National Grid;;GRD;GRID;United Kingdom
National Jet Express;;JTE;JETEX;Australia
National Jet Service;;AND;AIR INDIANA;United States
National Jet Systems;NC;NJS;NATIONAL JET;Australia
National Oceanic and Atmospheric Administration;;NAA;NOAA;United States
National Overseas Airlines Company;;NOL;NAT AIRLINE;Egypt
Nationale Luchtvaartschool;;NLS;PANDER;Netherlands
Nations Air Express Inc;;NAE;NATIONS EXPRESS;United States
Nationwide Airlines;CE;NTW;NATIONWIDE;South Africa
Nationwide Airlines (Zambia);;NWZ;ZAMNAT;Zambia
Natural Environment Research Council;;EVM;SCIENCE;United Kingdom
Natureair;;NRR;NATUREAIR;Costa Rica
Naturelink Charter;;NRK;NATURELINK;South Africa
Nauru Air Corporation;ON;RON;AIR NAURU;Nauru
NAV CANADA;;NVC;NAV CAN;Canada
Nav Flight Planning;;NAV;NAV DISPATCH;Czech Republic
Navegacao Aerea De Portugal;;NVP;;Portugal
Navegacion Servicios Aereos Canarios SA;;NAY;NAYSA;Spain
Navid;;IRI;NAVID;Iran
Naviera Mexicana;;NVM;NAVIERA;Mexico
Navigator Airlines;;NVL;NAVLINES;Armenia
Navinc Airlines Services;;XNV;;United States
Navitaire;1N;;;United States
Navtech System Support;;XNS;;Canada
Nayzak Air Transport;;NZA;;Libya
Nazca;-.;\N;;Peru
Necon Air;;NEC;NECON AIR;Nepal
Nederlandse Kustwacht;;NCG;NETHERLANDS COASTGUARD;Netherlands
Nefteyugansk Aviation Division;;NFT;NEFTEAVIA;Russia
Neiltown Air;;NLA;NEILTOWN AIR;Canada
NEL Cargo;;NLG;NELCARGO;Ivory Coast
Nelair Charters;;NLC;NELAIR;South Africa
Nelson Aviation College;;CGE;COLLEGE;New Zealand
Neos;NO;NOS;MOONFLOWER;Italy
Neosiam Airways;;TOX;SKY KINGDOM;Thailand
Nepal Airlines;RA;RNA;ROYAL NEPAL;Nepal
NEPC Airlines;D5;\N;;India
Neric;;NSL;NERICAIR;United Kingdom
Nesma Airlines;;NMA;Nesma Airlines;Egypt
NetJets;1I;EJA;EXECJET;United States
NetJets;;EJA;;United States
Network Aviation Services;;NET;NETWORK;Nigeria
New England Air Express;;NEZ;ENGAIR;United States
New England Airlines;EJ;NEA;NEW ENGLAND;United States
New Heights 291;;NHT;NEWHEIGHTS;South Africa
New World Jet Corporation;;NWD;NEW WORLD;United States
New York Helicopter;;NYH;NEW YORK;United States
New York State Police;;GRY;GRAY RIDER;United States
New Zealand Air Defence Force;;KRC;KIWI RESCUE;New Zealand
Newair;;HVA;HAVEN-AIR;United States
Newfoundland Labrador Air Transport;;NLT;NALAIR;Canada
NEXT Brasil;XB;NXB;XB;Brazil
Nextflight Aviation;;NXF;NEXTFLIGHT;United States
NextJet;2N;NTJ;NEXTJET;Sweden
Nexus Aviation;;NXS;NEXUS AVIATION;Nigeria
NHT Lineas Aereas;;NHG;HELGA;Brazil
Nicaraguense De Aviacion;;NIS;NICA;Nicaragua
Nicon Airways;;NCN;NICON AIRWAYS;Nigeria
Nigeria Airways;;NGA;NIGERIA;Nigeria
Nigerian Air Force;;NGR;NIGERIAN AIRFORCE;Nigeria
Nigerian Global;;NGX;AIR GLOBAL;Nigeria
Night Express;;EXT;EXECUTIVE;Germany
Nihon.jet;NJ;\N;;Japan
Nihon.jet connect;;NX1;;Kyrgyzstan
Nik Airways;X1;\N;;Saudi Arabia
Niki;HG;NLY;FLYNIKI;Austria
Nikolaev-Air;;NKV;AIR NIKOLAEV;Ukraine
Nile Air;NP;NIA;NILEBIRD;Egypt
Nile Safaris Aviation;;NSA;NILE SAFARIS;Sudan
Nile Valley Aviation Company;;NVA;;Egypt
Nile Wings Aviation Services;;NLW;NILE WINGS;Sudan
Nimbus Aviation;;NBS;NIMBUS;United Kingdom
Nippon Cargo Airlines;KZ;NCA;NIPPON CARGO;Japan
Nizhnevartovskavia;;NVK;VARTOSKAVIA;Russia
No. 32 (The Royal) Squadron RAF;;NOH;NORTHOLT;United Kingdom
Nobil Air;;NBL;NOBIL AIR;Moldova
Nok Air;DD;NOK;NOK AIR;Thailand
Nolinor Aviation;;NRL;NOLINOR;Canada
Nomad Aviation;;NMD;NOMAD AIR;Namibia
Norcopter;;NOC;;Norway
Nordeste Linhas Aereas Regionais;JH;NES;NORDESTE;Brazil
Nord-Flyg;;NEF;NORDEX;Sweden
Nordic Global Airlines;NJ;NGB;Nordic Global;Finland
Nordic Regional;6N;NRD;NORTH RIDER;Sweden
Nordic Solutions;;NVD;NORDVIND;Lithuania
Nordica;EE;\N;REVAL;Estonia
NordStar Airlines;Y7;\N;;Russia
Nordstree (Australia);;NDS;;Australia
NordWind Airlines;;NWS;NORDLAND;Russia
Norestair;;NRT;NORESTAIR;Spain
Norfolk County Flight College;;NCF;COUNTY;United Kingdom
Norlandair;;FNA;NORLAND;Iceland
Norontair;;NOA;NORONTAIR;Canada
Norrlandsflyg;;HMF;LIFEGUARD SWEDEN;Sweden
Norse Air Charter;;NRX;NORSE AIR;South Africa
Norsk Flyrjeneste;;NIR;NORSEMAN;Norway
Norsk Helikopter;;NOR;NORSKE;Norway
Norsk Luftambulanse;;DOC;HELIDOC;Norway
Nortavia;;RTV;TIC-TAC;Portugal
Norte Lineas Aereas;N0;\N;;Argentina
North Adria Aviation;;NAI;NORTH-ADRIA;Croatia
North American Airlines;;NTM;NORTHAM;Canada
North American Charters;;HMR;HAMMER;Canada
North American Jet Charter Group;;NAJ;JET GROUP;United States
North Atlantic Air Inc;;NAT;MASS AIR;United States
North Atlantic Cargo;;NFC;NORTH ATLANTIC;Norway
North British Airlines;;NBN;TEESAIR;United Kingdom
North Caribou Flying Service Ltd;;NCB;NORTH CARIBOU;Canada
North Coast Air Services Ltd;;NCC;NORTH COAST;Canada
North Coast Aviation;N9;;;Papua New Guinea
North Flying;M3;NFA;NORTH FLYING;Denmark
North Pacific Airlines;NO;\N;;United States
North Sea Airways;;NRC;NORTH SEA;Netherlands
North Star Air Cargo;;SBX;SKY BOX;United States
North Vancouver Airlines;;NRV;NORVAN;Canada
North West Airlines;;NWW;HALANT;Australia
North West Geomatics;;PTO;PHOTO;Canada
Northafrican Air Transport;;NLL;NORTHAFRICAN AIR;Libya
Northaire Feight Lines;;NFL;GREAT LAKES;United States
Northamptonshire School of Flying;;NSF;NORTON;United Kingdom
Northcoast Executive Airlines;;NCE;TOP HAT;United States
Northeast Airlines;;NEE;NORTHEAST;United States
North-East Airlines;;NEN;NORTHEAST SWAN;Nigeria
Northeast Aviation;;NPX;NORTHEAST EXPRESS;United States
Northern Air Cargo;NC;NAC;YUKON;United States
Northern Airlines Sanya;;BYC;BEIYA;China
Northern Airways;;NDA;NORTHERN DAKOTA;United States
Northern Aviation Service;;CMU;LANNA AIR;Thailand
Northern Dene Airways;U7;;;Canada
Northern Executive Aviation;;NEX;NEATAX;United Kingdom
Northern Illinois Commuter;;NIC;ILLINOIS COMMUTER;United States
Northern Jet Management;;NTX;NORTAX;United States
Northern Thunderbird Air;;NTA;THUNDERBIRD;Canada
Northland Aviation;;KOE;KOKEE;United States
Northstar Aviation;;NSS;NORTHSTAR;United States
Northumbria Helicopters;;NHL;NORTHUMBRIA;United Kingdom
Northway Aviation Ltd;;NAL;NORTHWAY;Canada
Northwest Aero Associates;;NWE;;United States
North-West Air Transport Company - Vyborg;;VBG;VYBORG AIR;Russia
Northwest Airlines;NW;NWA;NORTHWEST;United States
Northwest Regional Airlines;FY;NWR;;Australia
Northwest Territorial Airways;;NWT;TERRITORIAL;Canada
Northwestern Air;J3;PLR;POLARIS;Canada
